employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_criminal_record,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
5,0,8,22,0,1,0,7,0,0,23,0,0,0,0,0,1
0,2,22,22,0,3,0,12,0,0,83,0,0,0,0,0,1
0,0,22,15,0,2,0,12,0,0,67,0,0,0,0,0,1
6,1,2,18,0,1,0,7,51,30,40,0,0,0,0,0,1
9,1,2,13,0,3,0,30,0,0,70,0,0,0,0,0,1
1,1,43,12,0,2,0,12,30,15,0,0,0,2,1,0,1
9,0,27,26,0,3,0,3,0,0,58,0,0,1,2,0,1
4,2,26,23,0,1,0,12,0,0,85,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,81,0,0,0,0,0,1
9,1,25,15,0,2,0,12,2,0,114,0,0,1,0,0,1
9,0,27,23,0,2,0,12,32,12,0,0,0,1,1,0,1
9,1,23,17,0,2,0,12,0,0,0,0,0,0,0,0,1
9,2,2,1,0,2,0,12,3,0,75,0,0,0,0,0,1
10,1,9,21,0,4,0,22,0,0,0,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,0,0,0,0,0,0,1
0,2,43,13,0,2,0,1,0,0,82,0,0,1,1,0,1
6,0,4,23,0,1,0,9,159,0,0,0,0,1,1,0,1
0,1,43,10,0,2,0,21,16,1,91,0,0,1,1,0,1
0,0,45,19,1,2,0,12,0,0,115,0,0,0,1,0,1
4,2,18,0,0,2,0,12,0,0,0,0,0,0,0,0,1
6,2,0,11,0,1,0,5,92,36,0,0,0,0,0,0,1
8,2,36,8,0,1,1,30,27,0,0,0,0,1,2,0,1
7,1,31,19,0,1,0,18,161,0,1,0,0,1,1,0,1
0,2,22,31,0,3,0,12,0,0,0,0,1,0,0,0,1
6,0,5,20,0,1,0,10,70,0,53,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,79,0,0,0,0,0,1
2,1,18,17,0,1,0,11,237,0,0,0,0,0,0,0,1
7,2,30,26,0,2,0,4,23,0,0,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,75,0,0,1,1,0,1
2,0,16,16,0,2,0,29,0,0,46,0,0,1,1,0,1
9,1,20,7,0,3,0,12,26,13,97,0,0,1,1,0,1
4,0,18,2,0,2,0,16,0,0,128,0,0,1,0,0,1
9,1,23,17,0,2,0,12,0,0,108,0,0,2,1,0,1
7,1,35,23,0,1,0,12,0,0,0,0,0,2,1,0,1
9,2,27,9,0,2,0,12,0,0,86,0,0,0,0,0,1
4,0,13,20,0,1,0,4,0,0,171,0,0,1,1,0,1
6,2,41,13,0,1,0,19,53,0,0,0,0,1,1,0,1
0,1,43,26,0,2,0,22,1,0,89,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,0,0,0,0,0,0,1
9,2,27,9,0,2,0,12,0,0,87,0,0,0,0,0,1
9,1,27,14,0,3,0,12,0,0,104,0,0,1,1,0,1
0,0,15,3,0,2,0,12,0,0,63,0,0,1,1,0,1
7,2,30,11,0,2,0,9,151,98,30,0,0,0,1,0,1
4,2,18,0,0,2,0,12,0,0,4,0,0,1,0,0,1
9,1,27,9,0,2,0,5,43,0,101,0,0,0,0,0,1
9,0,27,26,0,3,0,3,6,0,0,0,0,0,0,0,1
6,0,6,19,0,1,0,12,0,0,0,0,0,1,1,0,1
9,1,27,9,1,3,0,5,0,0,62,0,0,1,0,0,1
6,1,29,16,0,1,0,4,40,0,0,0,0,1,1,0,1
8,1,38,6,0,2,0,0,0,0,27,0,0,0,0,0,1
0,1,43,25,0,2,0,19,0,0,0,0,0,1,1,0,1
6,0,6,19,0,1,0,12,98,40,48,0,0,0,0,0,1
0,0,45,19,1,2,0,12,0,0,102,0,0,1,2,0,1
4,0,40,3,0,3,0,9,44,28,3,0,0,1,1,0,1
9,1,2,10,0,2,0,31,0,0,64,0,0,2,1,0,1
6,0,6,19,0,1,0,12,0,0,0,0,0,0,0,0,1
9,1,27,10,0,2,0,12,0,0,59,0,0,1,2,0,1
0,0,29,20,0,2,0,6,78,0,90,0,0,0,0,0,1
6,1,4,24,0,1,0,9,94,43,40,0,0,0,0,0,1
4,2,18,0,0,2,0,12,0,0,112,0,0,1,1,0,1
7,0,41,6,0,1,0,28,0,0,0,0,0,1,1,0,1
4,0,13,6,0,2,0,28,0,0,91,0,0,0,0,0,1
9,1,16,13,0,3,0,12,0,0,78,0,0,1,1,0,1
7,1,35,23,0,1,0,12,7,0,33,0,0,0,0,0,1
9,0,27,23,0,2,0,12,0,0,65,0,0,1,1,0,1
7,0,41,3,0,2,0,12,14,0,1,0,0,0,0,0,1
9,1,23,11,0,2,0,4,0,0,67,0,0,1,1,0,1
6,0,41,4,0,2,0,12,296,0,0,0,0,1,0,0,1
4,1,13,14,0,2,0,30,0,0,83,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,61,0,0,0,0,0,1
9,2,2,15,0,2,0,9,0,0,0,0,0,2,1,0,1
6,1,1,16,0,1,0,6,39,21,0,0,0,1,1,0,1
0,1,43,10,0,2,0,23,0,0,72,0,0,0,0,0,1
1,1,42,10,0,1,0,22,67,0,0,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,0,0,0,0,0,0,1
0,2,15,21,0,2,0,29,0,0,90,0,0,0,0,0,1
0,1,15,3,0,2,0,10,0,0,7,0,0,2,2,0,1
0,1,43,26,0,2,0,22,0,0,85,0,0,1,3,0,1
3,2,25,24,0,1,0,12,37,0,0,0,0,1,1,0,1
0,2,45,8,0,3,0,12,0,0,50,0,0,2,1,0,1
0,1,22,27,1,2,0,3,0,0,69,0,0,0,0,0,1
7,1,30,18,1,1,0,21,200,0,0,0,0,1,1,0,1
4,2,26,23,0,1,0,12,0,0,77,0,0,1,1,0,1
4,2,26,23,0,1,0,12,0,0,113,0,0,1,2,0,1
8,0,37,2,0,2,0,12,191,0,13,0,0,1,0,0,1
9,1,23,13,0,2,0,4,23,9,0,0,0,0,0,0,1
0,1,15,24,0,2,0,12,0,0,0,0,0,0,0,0,1
4,2,26,23,0,1,0,12,0,0,86,0,0,0,0,0,1
9,2,27,26,0,2,0,12,0,0,8,0,0,0,0,0,1
4,0,13,6,0,2,0,28,33,18,131,0,0,0,0,0,1
9,1,21,16,0,2,0,12,73,29,86,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,60,0,0,0,0,0,1
9,1,25,15,0,2,0,4,0,0,101,0,0,0,0,0,1
0,1,43,25,0,2,0,19,0,0,63,0,0,0,0,0,1
7,0,29,18,0,1,0,30,50,0,0,0,0,0,0,0,1
10,2,25,2,0,4,0,12,0,0,0,0,0,1,1,1,1
8,0,41,3,0,2,0,12,16,0,0,0,0,2,1,0,1
7,0,41,3,0,2,0,12,12,0,1,0,0,0,0,0,1
6,1,2,19,0,1,0,7,131,0,0,0,0,0,0,0,1
9,0,27,1,1,2,0,12,0,0,9,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,108,1,0,0,0,0,1
2,1,45,9,0,2,0,12,18,9,0,0,0,0,0,0,1
7,0,39,6,0,1,0,28,107,0,0,0,0,1,1,0,1
9,2,27,26,0,2,0,12,0,0,72,0,0,1,1,0,1
9,0,27,15,0,2,0,3,0,0,72,0,0,0,0,0,1
0,1,15,4,0,3,0,10,0,0,92,0,0,0,0,0,1
4,0,18,17,0,1,0,1,165,0,90,0,0,2,1,0,1
9,2,16,2,0,3,0,12,0,0,90,0,0,0,0,0,1
0,0,34,19,0,2,0,3,0,0,83,0,0,0,0,0,1
6,0,6,19,0,1,0,12,111,0,35,0,0,0,0,0,1
0,2,45,8,0,3,0,12,0,0,0,0,2,0,0,0,1
0,2,45,8,0,2,0,12,32,0,86,0,0,3,1,0,1
0,0,15,3,0,2,0,12,0,0,102,0,0,1,1,0,1
0,2,22,22,0,3,0,12,9,3,60,0,0,0,0,0,1
6,0,6,19,0,1,0,12,96,59,0,0,0,0,0,0,1
0,1,15,10,0,2,0,22,6,0,109,0,0,0,0,0,1
4,0,18,2,0,2,0,16,9,4,104,0,0,1,1,0,1
0,0,22,15,0,2,0,12,0,0,0,0,0,2,1,0,1
4,0,13,4,0,1,0,22,0,0,122,0,0,1,1,0,1
9,1,23,17,0,2,0,12,0,0,96,0,0,0,0,0,1
4,1,3,25,0,1,0,12,0,0,117,0,0,1,1,0,1
9,2,27,9,0,2,0,12,0,0,89,0,0,0,0,0,1
4,2,18,0,0,2,0,12,0,0,108,1,0,0,0,0,1
9,0,41,9,0,2,0,12,0,0,110,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,70,0,0,1,1,0,1
4,2,18,0,0,2,0,12,0,0,111,0,0,1,1,0,1
4,0,14,20,0,2,0,6,0,0,8,0,0,3,1,0,1
0,0,34,7,0,3,0,22,6,2,84,0,0,0,1,0,1
6,2,0,11,0,1,0,5,50,0,0,0,0,1,1,0,1
0,0,22,15,0,2,0,12,0,0,50,0,0,1,1,0,1
9,2,27,26,0,2,0,12,7,0,88,0,0,1,2,1,1
9,1,23,17,0,2,0,12,0,0,94,0,0,1,1,0,1
9,0,27,1,1,2,0,12,0,0,57,0,0,0,0,0,1
2,2,41,3,0,2,0,4,2,0,0,0,0,0,0,0,1
3,1,44,8,0,2,0,12,86,0,0,0,0,1,1,0,1
8,2,36,8,0,1,1,30,17,3,0,0,0,1,1,0,1
9,0,41,9,0,2,0,12,0,0,0,0,0,1,2,0,1
4,0,18,18,0,1,0,1,37,20,123,0,0,1,0,0,1
5,0,14,20,0,3,0,5,56,0,0,0,0,0,0,0,1
4,0,18,2,0,2,0,16,0,0,70,0,0,1,1,0,1
6,1,1,13,0,1,0,7,103,0,45,0,0,0,0,0,1
4,0,13,4,0,1,0,22,0,0,112,0,0,1,0,0,1
0,0,45,19,1,2,0,12,0,0,0,0,0,1,1,0,1
0,1,22,27,1,2,0,3,6,0,0,0,0,1,1,0,1
0,1,43,26,0,2,0,22,0,0,0,0,0,0,1,0,1
0,1,22,27,1,2,0,3,0,0,95,0,0,1,1,0,1
9,0,27,15,0,2,0,3,0,0,110,0,0,1,2,0,1
7,0,37,12,0,1,0,12,115,0,89,0,0,1,1,0,1
0,0,43,15,0,3,0,3,0,0,0,0,2,0,0,0,1
1,1,43,9,1,2,0,12,34,0,2,0,0,1,0,0,1
9,1,27,14,0,3,0,12,0,0,74,0,0,1,1,0,1
0,0,34,19,0,2,0,3,2,0,0,0,0,0,0,0,1
9,0,8,20,0,3,0,20,70,0,0,0,0,1,1,0,1
6,1,4,24,0,1,0,9,0,0,0,0,0,0,0,0,1
7,2,29,16,0,1,0,5,125,0,0,0,0,0,0,0,1
9,0,27,13,0,2,0,3,0,0,121,0,0,1,1,0,1
10,1,42,10,0,2,0,29,0,0,9,0,0,1,1,0,1
3,1,46,9,0,2,0,12,14,0,0,0,0,1,1,0,1
0,1,43,10,0,2,0,23,0,0,89,0,0,0,0,0,1
6,0,6,19,0,1,0,12,0,0,0,0,2,0,0,0,1
6,1,2,20,0,1,0,7,131,0,0,0,0,0,0,0,1
4,0,15,19,0,2,0,6,193,0,0,0,0,2,1,0,1
4,0,18,18,0,2,0,1,0,0,111,0,0,0,0,0,1
7,0,30,7,1,2,0,3,32,0,0,0,0,0,0,0,1
9,1,23,12,0,2,0,4,0,0,93,0,0,1,1,0,1
0,0,16,10,0,2,0,20,16,0,79,0,0,1,0,0,1
7,1,32,12,0,1,0,30,38,18,0,0,0,1,1,0,1
6,0,6,19,0,1,0,12,19,0,0,0,0,0,2,0,1
8,1,38,6,0,2,0,0,72,0,2,0,0,1,0,0,1
0,0,22,15,0,2,0,12,51,0,95,0,0,0,0,0,1
6,1,37,9,0,1,0,16,80,25,0,0,0,0,0,0,1
0,2,22,31,0,3,0,12,2,0,69,0,0,1,1,0,1
3,0,40,6,0,2,0,12,136,0,17,0,0,0,0,0,1
9,1,23,17,0,2,0,12,0,0,4,0,0,1,1,0,1
7,2,30,18,0,1,0,7,25,0,19,0,0,0,0,0,1
4,2,18,0,0,2,0,12,0,0,100,0,0,0,0,0,1
9,1,27,14,0,3,0,12,0,0,91,0,0,2,1,0,1
8,1,38,6,0,2,0,0,0,0,17,0,0,0,0,0,1
0,0,43,15,0,3,0,3,0,0,0,0,0,0,0,0,1
6,0,6,19,0,1,0,12,155,87,0,0,0,1,1,0,1
4,0,15,7,0,2,0,21,116,41,1,0,0,1,0,0,1
8,1,38,6,0,2,0,0,309,0,0,0,0,1,2,0,1
4,1,18,0,0,2,0,13,0,0,4,0,0,3,1,0,1
6,1,20,17,0,1,0,7,212,109,0,0,0,1,1,0,1
0,1,43,26,0,2,0,22,0,0,72,0,0,1,2,0,1
1,1,15,2,0,2,0,10,0,0,121,0,0,1,1,0,1
8,2,36,8,0,1,1,30,27,0,0,0,0,0,0,0,1
7,1,36,7,0,1,0,29,17,0,0,0,0,1,0,0,1
4,0,13,4,0,1,0,22,0,0,0,0,0,1,1,0,1
7,1,35,19,0,1,0,9,253,161,0,0,0,0,0,0,1
6,0,6,19,0,1,0,12,83,43,0,0,0,0,0,0,1
0,0,34,19,0,2,0,3,0,0,82,0,0,0,0,0,1
0,2,43,13,0,2,0,1,0,0,0,0,0,1,1,0,1
6,0,6,19,0,1,0,12,0,0,0,0,2,0,0,0,1
5,0,13,20,0,2,0,5,143,0,0,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,0,0,0,2,1,0,1
7,1,35,23,0,1,0,12,33,10,22,0,0,0,0,0,1
3,2,41,2,0,2,0,3,0,0,7,0,0,0,2,0,1
0,1,15,10,0,2,0,22,0,0,86,0,0,1,0,0,1
4,0,18,1,0,2,0,15,18,0,125,0,0,1,0,0,1
4,0,18,18,0,2,0,1,38,19,0,0,0,0,0,0,1
9,1,23,16,0,2,0,11,27,15,93,0,0,1,1,0,1
9,1,23,15,0,2,0,4,0,0,7,0,0,2,1,0,1
4,0,19,2,0,2,0,15,63,0,0,0,0,0,0,0,1
4,2,26,23,0,1,0,12,0,0,121,0,0,0,0,0,1
9,2,27,26,0,2,0,12,0,0,74,0,0,1,2,0,1
9,0,41,9,0,2,0,12,0,0,87,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,117,0,0,0,0,0,1
0,1,43,13,0,2,0,1,0,0,99,0,0,1,1,0,1
0,0,15,2,0,2,0,12,54,26,77,0,0,2,1,0,1
9,0,27,1,1,2,0,12,0,0,76,0,0,0,0,0,1
7,2,41,4,0,2,0,12,54,0,0,0,0,1,1,0,1
9,0,23,15,0,2,0,3,0,0,48,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,5,0,0,0,2,0,1
4,1,13,14,0,2,0,30,0,0,135,1,0,0,0,0,1
0,1,15,24,0,2,0,12,26,0,103,0,0,1,2,0,1
4,1,3,25,0,1,0,12,25,0,83,0,0,1,1,0,1
4,2,18,0,0,2,0,12,0,0,88,0,0,2,1,1,1
8,1,38,6,0,2,0,0,76,0,6,0,0,2,0,0,1
2,0,13,6,0,1,0,22,0,0,73,0,0,1,1,0,1
6,1,1,12,0,1,0,6,308,0,1,0,0,0,0,0,1
8,0,38,18,0,1,0,12,3,0,35,0,0,1,0,0,1
10,2,25,2,0,4,0,12,0,0,21,0,0,2,1,0,1
7,0,41,6,0,1,0,28,234,0,0,0,0,3,0,0,1
6,1,4,24,0,1,0,9,0,0,0,0,0,0,0,0,1
0,1,43,25,0,2,0,19,0,0,71,0,0,0,0,0,1
9,2,23,12,0,2,0,4,0,0,64,0,0,0,0,0,1
0,0,41,15,0,3,0,7,29,15,0,0,0,1,1,0,1
2,1,41,4,0,2,0,6,132,0,9,0,0,0,0,0,1
9,1,16,13,0,3,0,12,14,8,0,0,0,0,0,0,1
4,2,18,0,0,2,0,12,0,0,95,0,0,1,2,0,1
7,2,34,23,0,1,0,11,307,0,0,0,0,1,2,0,1
0,1,15,4,0,3,0,10,0,0,0,0,0,3,1,0,1
10,2,33,13,0,3,0,12,6,2,0,0,0,2,1,0,1
9,0,27,1,1,2,0,12,0,0,0,0,3,0,0,0,1
9,1,27,9,1,3,0,5,0,0,96,0,0,0,0,0,1
4,2,26,23,0,1,0,12,0,0,108,0,0,1,2,0,1
0,1,15,10,0,2,0,22,0,0,106,0,0,0,0,0,1
0,1,22,26,0,1,0,3,19,0,112,1,0,0,0,0,1
7,0,39,6,0,1,0,28,54,0,0,0,0,1,1,0,1
7,1,10,18,0,3,0,25,13,6,0,0,0,2,2,0,1
6,0,12,16,0,1,0,11,141,75,39,0,0,1,1,0,1
4,1,41,9,0,1,0,14,24,0,0,0,0,0,0,0,1
0,0,45,19,1,2,0,12,0,0,75,0,0,1,1,0,1
2,1,17,17,0,1,0,10,57,0,0,0,0,0,0,0,1
4,0,13,6,0,2,0,28,0,0,68,0,0,0,0,0,1
9,2,43,17,0,2,0,5,0,0,58,0,0,1,1,0,1
0,2,45,8,0,3,0,12,0,0,0,0,2,0,0,0,1
8,1,38,9,0,1,0,0,165,0,11,0,0,1,2,0,1
0,0,43,15,0,3,0,3,0,0,0,0,2,0,0,0,1
9,0,27,23,0,2,0,12,0,0,102,0,0,0,0,0,1
0,0,34,19,0,2,0,3,0,0,111,0,0,1,1,0,1
8,1,37,5,0,1,0,2,5,0,11,0,0,1,1,0,1
0,1,43,13,0,2,0,1,0,0,98,0,0,0,0,0,1
2,1,18,17,0,1,0,11,195,0,0,0,0,1,1,0,1
6,1,3,21,0,1,0,8,71,46,0,0,0,2,1,0,1
0,2,22,22,0,3,0,12,0,0,83,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,93,0,0,0,0,0,1
0,0,34,16,0,2,0,2,0,0,95,1,0,1,1,0,1
6,0,6,19,0,1,0,12,0,0,0,0,2,0,0,0,1
6,0,23,7,0,2,0,7,77,0,75,0,0,0,0,0,1
7,0,40,6,0,1,0,28,17,0,0,0,0,0,0,0,1
7,1,41,3,0,2,0,12,24,0,0,0,0,1,1,0,1
0,2,45,9,0,2,0,12,0,0,0,0,0,1,1,0,1
9,1,2,11,0,2,0,30,0,0,73,0,0,1,1,1,1
6,0,6,19,0,1,0,12,106,0,50,0,0,0,0,0,1
0,1,22,15,0,3,0,12,0,0,68,0,0,0,0,0,1
0,0,34,16,0,2,0,2,0,0,86,0,0,2,0,0,1
4,1,13,14,0,2,0,30,0,0,112,0,0,1,1,0,1
0,0,14,9,0,1,0,22,0,0,132,0,0,0,0,0,1
4,0,18,18,0,2,0,1,0,0,117,0,0,3,1,0,1
8,1,2,15,0,1,0,9,26,0,0,0,0,0,0,0,1
9,1,23,15,0,2,0,4,0,0,62,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,81,0,0,1,1,0,1
9,1,23,12,0,2,0,4,0,0,79,0,0,0,0,0,1
7,0,30,7,1,2,0,3,191,0,0,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,0,0,0,1,2,0,1
7,0,39,6,0,1,0,28,107,0,0,0,0,1,1,0,1
7,2,29,15,0,1,0,5,120,0,0,0,0,1,0,0,1
9,1,23,17,0,2,0,12,0,0,105,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,3,0,0,1,2,1,1
0,0,43,15,0,3,0,3,30,15,0,0,0,1,1,0,1
6,2,0,11,0,1,0,5,122,0,0,0,0,1,0,0,1
1,1,22,29,0,2,0,12,95,0,71,0,0,0,0,0,1
6,1,2,20,0,1,0,7,345,0,0,0,0,1,1,0,1
2,0,16,2,0,2,0,13,8,0,0,0,0,0,0,0,1
7,0,29,18,0,1,0,30,45,0,0,0,0,0,0,0,1
6,2,41,13,0,1,0,15,142,56,0,0,0,1,1,0,1
3,1,25,26,0,2,0,3,75,0,5,0,0,1,1,0,1
4,0,13,5,0,1,0,26,40,19,0,0,0,0,0,0,1
7,1,35,23,0,1,0,12,0,0,24,0,0,1,1,0,1
2,1,13,17,0,2,0,29,0,0,147,0,0,2,1,0,1
8,2,42,16,0,1,0,4,55,0,3,0,0,0,0,0,1
9,0,27,1,1,2,0,12,0,0,0,0,0,3,2,0,1
9,1,27,14,0,3,0,12,0,0,90,0,0,2,1,0,1
0,2,22,31,0,3,0,12,2,0,69,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,77,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,63,0,0,2,1,0,1
9,2,23,12,0,2,0,4,0,0,76,0,0,0,0,0,1
7,0,29,7,0,1,0,3,124,0,9,0,0,0,0,0,1
9,1,2,11,0,2,0,30,42,0,0,0,0,1,1,0,1
6,2,33,12,0,2,0,12,200,75,0,0,0,0,0,0,1
9,1,23,17,0,2,0,12,16,0,4,0,0,0,0,0,1
4,0,18,18,0,2,0,1,0,0,124,0,0,1,1,0,1
7,1,36,7,0,1,0,29,52,0,0,0,0,1,1,0,1
3,1,45,8,0,2,0,12,0,0,17,0,0,1,1,0,1
0,0,43,14,0,2,0,2,0,0,101,0,0,1,1,0,1
4,2,13,14,0,2,0,30,6,1,0,0,0,0,0,0,1
0,0,45,19,1,2,0,12,0,0,0,0,0,1,1,0,1
9,0,27,1,1,2,0,12,0,0,0,0,3,0,0,0,1
0,1,22,27,1,2,0,3,0,0,103,0,0,0,0,0,1
6,2,41,13,0,1,0,19,54,0,0,0,0,1,1,0,1
9,1,27,9,1,3,0,5,0,0,0,0,0,1,0,0,1
4,2,18,0,0,2,0,12,5,1,120,0,0,0,0,0,1
0,2,45,8,0,3,0,12,0,0,0,0,2,0,0,0,1
6,1,4,24,0,1,0,9,0,0,0,0,0,0,0,0,1
0,0,43,17,0,2,0,7,90,0,63,0,0,0,0,0,1
9,0,27,1,1,2,0,12,0,0,0,0,3,0,0,0,1
6,2,0,11,0,1,0,5,178,0,0,0,0,3,0,0,1
0,2,43,13,0,2,0,1,0,0,70,0,0,1,1,0,1
9,0,27,1,1,2,0,12,0,0,2,0,0,0,0,0,1
9,2,2,15,0,2,0,9,0,0,96,0,0,0,0,0,1
8,2,42,16,0,1,0,3,33,16,0,0,0,0,0,0,1
4,0,18,18,0,2,0,1,0,0,105,0,0,1,1,0,1
6,0,6,19,0,1,0,12,0,0,0,0,2,0,0,0,1
9,1,27,11,0,3,0,8,21,9,0,0,0,1,0,0,1
6,0,4,23,0,1,0,9,0,0,42,0,0,0,0,0,1
7,0,35,6,0,2,0,12,77,29,0,0,0,0,0,0,1
7,2,32,24,0,1,0,8,137,0,0,0,0,2,1,0,1
0,0,34,19,0,2,0,3,0,0,84,0,0,0,2,0,1
0,0,45,19,1,2,0,12,0,0,79,0,0,1,1,0,1
0,1,22,27,1,2,0,3,0,0,0,0,0,0,0,0,1
0,0,34,7,0,3,0,22,0,0,65,0,0,2,1,0,1
0,0,45,19,1,2,0,12,0,0,70,0,0,0,0,0,1
0,0,34,19,0,2,0,3,0,0,0,0,3,0,0,0,1
0,1,22,15,0,3,0,12,8,0,75,0,0,0,0,0,1
7,0,29,18,0,1,0,30,61,0,0,0,0,1,0,0,1
9,2,27,26,0,2,0,12,9,0,86,0,0,1,1,1,1
9,1,23,15,0,2,0,4,0,0,72,0,0,0,0,0,1
0,1,43,26,0,2,0,22,0,0,51,0,0,0,0,0,1
0,1,44,8,0,2,0,12,0,0,119,0,0,1,1,0,1
4,0,18,18,0,2,0,1,0,0,124,0,0,1,1,0,1
4,2,26,23,0,1,0,12,8,0,0,0,0,0,0,0,1
0,1,22,27,1,2,0,3,9,2,0,0,0,1,2,0,1
4,1,3,24,0,1,0,10,19,0,0,0,0,0,0,0,1
4,0,13,6,0,2,0,28,0,0,83,0,0,0,0,0,1
9,0,27,17,0,2,0,3,20,12,106,0,0,1,1,0,1
4,0,13,6,0,2,0,28,52,29,121,0,0,0,0,0,1
4,2,26,23,0,1,0,12,0,0,0,0,0,3,1,0,1
10,1,42,10,0,2,0,29,0,0,0,0,0,1,2,1,1
5,2,41,2,0,2,0,3,21,0,0,0,0,1,1,0,1
4,0,17,18,0,2,0,1,21,0,0,0,0,0,0,0,1
8,1,38,6,0,2,0,0,0,0,10,0,0,0,0,0,1
0,0,43,15,0,3,0,3,0,0,8,0,0,1,1,0,1
0,2,45,8,0,3,0,12,0,0,55,0,0,1,0,0,1
2,2,41,3,0,2,0,4,10,0,0,0,0,0,0,0,1
9,2,2,1,0,2,0,12,0,0,71,0,0,0,0,0,1
9,0,41,9,0,2,0,12,0,0,71,0,0,2,1,0,1
4,1,13,14,0,2,0,30,0,0,130,0,0,0,0,0,1
0,1,15,24,0,2,0,12,0,0,87,0,0,1,1,0,1
9,1,2,10,0,2,0,31,0,0,94,0,0,0,0,0,1
7,2,26,25,0,1,0,12,6,1,89,0,0,1,2,1,1
0,0,22,15,0,2,0,12,0,0,0,0,0,1,2,0,1
1,0,22,15,0,2,0,12,32,0,78,0,0,1,0,0,1
8,0,27,14,0,2,0,4,40,0,0,0,0,2,1,0,1
0,1,22,15,0,3,0,12,0,0,99,0,0,0,0,0,1
5,1,24,22,0,2,0,2,46,15,0,0,0,2,1,0,1
3,1,46,9,0,2,0,12,85,0,0,0,0,0,0,0,1
9,1,27,14,0,3,0,12,0,0,96,0,0,0,0,0,1
7,2,29,14,0,1,0,6,0,0,23,0,0,1,0,0,1
9,1,27,14,0,3,0,12,0,0,0,0,0,1,1,0,1
0,1,43,26,0,2,0,22,0,0,80,0,0,1,1,0,1
9,0,27,15,0,2,0,3,0,0,0,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,100,0,0,0,0,0,1
9,1,23,15,0,2,0,4,0,0,88,0,0,1,1,0,1
7,0,33,4,0,2,0,12,0,0,19,0,0,1,1,0,1
9,1,2,10,0,2,0,31,0,0,75,0,0,1,1,0,1
9,1,16,13,0,3,0,12,0,0,80,1,0,1,1,0,1
9,1,23,14,0,2,0,4,17,6,89,0,0,1,1,0,1
6,1,4,22,0,1,0,7,1,0,23,0,0,0,0,0,1
0,2,15,21,0,2,0,29,0,0,66,0,0,0,0,0,1
8,1,28,10,0,2,0,18,79,20,0,0,0,1,1,0,1
0,0,45,19,1,2,0,12,0,0,90,0,0,1,1,0,1
7,1,28,16,0,1,0,4,4,0,0,0,0,1,1,0,1
0,2,45,8,0,3,0,12,0,0,73,0,0,0,0,0,1
0,1,15,24,0,2,0,12,5,2,0,0,0,1,2,0,1
9,2,2,15,0,2,0,9,0,0,3,0,0,1,1,0,1
0,2,22,31,0,3,0,12,0,0,0,0,0,1,3,0,1
0,2,45,8,0,3,0,12,0,0,106,0,0,0,0,0,1
6,2,39,11,0,1,0,21,97,44,0,0,0,2,0,0,1
9,0,27,15,0,2,0,3,0,0,86,0,0,1,1,0,1
7,2,30,26,0,2,0,4,0,0,0,0,0,2,1,0,1
7,0,29,11,0,1,0,11,17,0,0,0,0,1,0,0,1
4,1,13,14,0,2,0,30,0,0,86,0,0,0,0,0,1
0,2,45,10,1,2,0,12,34,0,3,0,0,1,1,0,1
6,0,4,23,0,1,0,9,94,60,44,0,0,0,0,0,1
9,0,27,23,0,2,0,12,0,0,65,0,0,1,1,0,1
2,1,45,8,0,2,0,12,20,6,0,0,0,2,1,0,1
0,0,15,2,0,2,0,12,0,0,137,0,0,0,0,0,1
7,1,41,7,0,1,0,12,2,0,35,0,0,1,1,0,1
7,0,41,3,0,2,0,10,121,75,0,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,0,0,0,1,3,0,1
4,0,18,17,0,2,0,1,20,10,83,0,0,1,1,1,1
8,0,27,9,0,2,0,4,75,0,76,0,0,0,0,0,1
9,1,27,9,1,3,0,5,0,0,96,0,0,1,2,0,1
1,1,20,23,0,1,0,12,53,0,86,0,0,0,0,0,1
7,0,29,18,0,1,0,30,0,0,0,0,0,1,1,1,1
5,1,3,24,0,1,0,9,25,16,0,0,0,0,0,0,1
